District	Product	Profit
Орехово-Борисово Южное	Ремонт компьютеров	3.0693
Лефортово	Ремонт компьютеров	4.1633
Рязановское	Ремонт компьютеров	2.281
Филимонковское	Ремонт компьютеров	2.3576
Чертаново Северное	Ремонт компьютеров	3.1944
Московский	Ремонт компьютеров	2.8796999999999997
Ново-Переделкино	Ремонт компьютеров	4.1602
Соколиная Гора	Ремонт компьютеров	5.4211
Бабушкинский	Ремонт компьютеров	1.8114000000000001
Левобережный	Ремонт компьютеров	3.7414
Южное Бутово	Ремонт компьютеров	5.2983
Рязановское	Ремонт компьютеров	3.0300000000000002
Проспект Вернадского	Ремонт компьютеров	2.1538
Алтуфьевский	Ремонт компьютеров	2.7721999999999998
Северное Тушино	Ремонт компьютеров	4.7407
Роговское	Ремонт компьютеров	1.6385
Восточное Измайлово	Ремонт компьютеров	3.3089
Левобережный	Ремонт компьютеров	3.6124
Донской	Ремонт компьютеров	2.668
Внуковское	Ремонт компьютеров	3.6858
Кунцево	Ремонт компьютеров	2.7138
Сосенское	Ремонт компьютеров	2.8967
Бутырский	Ремонт компьютеров	1.2578
Силино	Ремонт компьютеров	1.2801
Ярославский	Ремонт компьютеров	3.226
Филевский Парк	Ремонт компьютеров	2.3676000000000004
Измайлово	Ремонт компьютеров	5.0796
Зябликово	Ремонт компьютеров	4.0396
Молжаниновский	Ремонт компьютеров	4.1259999999999994
Беговой	Ремонт компьютеров	1.7308000000000001
Бескудниковский	Ремонт компьютеров	3.1740000000000004
Южное Медведково	Ремонт компьютеров	2.9791
Новогиреево	Ремонт компьютеров	4.2886
Северное Медведково	Ремонт компьютеров	2.1406
Михайлово-Ярцевское	Ремонт компьютеров	0.5238
Ломоносовский	Ремонт компьютеров	1.7585
Алексеевский	Ремонт компьютеров	3.794
Краснопахорское	Ремонт компьютеров	3.6363
Преображенское	Ремонт компьютеров	2.09
Царицыно	Ремонт компьютеров	4.3929
Вешняки	Ремонт компьютеров	4.3158
Таганский	Ремонт компьютеров	1.0661
Филимонковское	Ремонт компьютеров	3.3045999999999998
Текстильщики	Ремонт компьютеров	3.1193
Лосиноостровский	Ремонт компьютеров	3.6056
Северное Бутово	Ремонт компьютеров	3.2212
Щербинка	Ремонт компьютеров	2.5922
Бирюлево Восточное	Ремонт компьютеров	3.7988999999999997
Гагаринский	Ремонт компьютеров	2.6292999999999997
Выхино-Жулебино	Ремонт компьютеров	5.4119
Южное Бутово	Ремонт компьютеров	6.8243
Бутырский	Ремонт компьютеров	3.1978
Щербинка	Ремонт компьютеров	1.4242
Хорошевский	Ремонт компьютеров	3.0836
Ломоносовский	Ремонт компьютеров	3.0335
Сокол	Ремонт компьютеров	3.1483
Теплый Стан	Ремонт компьютеров	3.1644
Дорогомилово	Ремонт компьютеров	2.7094
Северное Медведково	Ремонт компьютеров	3.9236000000000004
Новокосино	Ремонт компьютеров	2.2939
Филевский Парк	Ремонт компьютеров	2.0576000000000003
Первомайское	Ремонт компьютеров	1.1352
Измайлово	Ремонт компьютеров	2.4606
Южное Медведково	Ремонт компьютеров	3.1271000000000004
